#,Date_Time,Temp,"Batt, V (LGR S/N: 9940665, SEN S/N: 9940665)",Coupler Detached (LGR S/N: 9940665),Coupler Attached (LGR S/N: 9940665),Host Connected (LGR S/N: 9940665),Stopped (LGR S/N: 9940665),End Of File (LGR S/N: 9940665)
296,08/03/2014 17:38,18.58,3.6,,,,,
297,08/03/2014 18:08,18.652,3.6,,,,,
298,08/03/2014 18:38,18.628,3.6,,,,,
299,08/03/2014 19:08,18.628,3.6,,,,,
300,08/03/2014 19:38,18.628,3.6,,,,,
301,08/03/2014 20:08,18.699,3.6,,,,,
302,08/03/2014 20:38,19.056,3.6,,,,,
303,08/03/2014 21:08,18.985,3.6,,,,,
304,08/03/2014 21:38,18.961,3.6,,,,,
305,08/03/2014 22:08,18.842,3.6,,,,,
306,08/03/2014 22:38,18.747,3.6,,,,,
307,08/03/2014 23:08,18.628,3.6,,,,,
308,08/03/2014 23:38,18.509,3.6,,,,,
309,08/04/2014 00:08,18.343,3.6,,,,,
310,08/04/2014 00:38,18.176,3.6,,,,,
311,08/04/2014 01:08,17.962,3.6,,,,,
312,08/04/2014 01:38,17.701,3.6,,,,,
313,08/04/2014 02:08,17.629,3.57,,,,,
314,08/04/2014 02:38,17.486,3.57,,,,,
315,08/04/2014 03:08,17.344,3.57,,,,,
316,08/04/2014 03:38,17.249,3.57,,,,,
317,08/04/2014 04:08,17.177,3.57,,,,,
318,08/04/2014 04:38,17.106,3.57,,,,,
319,08/04/2014 05:08,17.011,3.57,,,,,
320,08/04/2014 05:38,16.868,3.57,,,,,
321,08/04/2014 06:08,16.796,3.57,,,,,
322,08/04/2014 06:38,16.749,3.57,,,,,
323,08/04/2014 07:08,16.749,3.57,,,,,
324,08/04/2014 07:38,16.677,3.57,,,,,
325,08/04/2014 08:08,16.654,3.57,,,,,
326,08/04/2014 08:38,16.63,3.57,,,,,
327,08/04/2014 09:08,16.582,3.57,,,,,
328,08/04/2014 09:38,16.606,3.57,,,,,
329,08/04/2014 10:08,16.654,3.57,,,,,
330,08/04/2014 10:38,16.749,3.57,,,,,
331,08/04/2014 11:08,16.868,3.57,,,,,
332,08/04/2014 11:38,17.058,3.57,,,,,
333,08/04/2014 12:08,17.082,3.57,,,,,
334,08/04/2014 12:38,17.153,3.57,,,,,
335,08/04/2014 13:08,17.225,3.57,,,,,
336,08/04/2014 13:38,17.486,3.57,,,,,
337,08/04/2014 14:08,17.534,3.57,,,,,
338,08/04/2014 14:38,17.463,3.57,,,,,
339,08/04/2014 15:08,17.629,3.57,,,,,
340,08/04/2014 15:38,17.748,3.6,,,,,
341,08/04/2014 16:08,17.915,3.6,,,,,
342,08/04/2014 16:38,17.819,3.6,,,,,
343,08/04/2014 17:08,18.057,3.6,,,,,
344,08/04/2014 17:38,17.915,3.6,,,,,
345,08/04/2014 18:08,18.033,3.6,,,,,
346,08/04/2014 18:38,18.057,3.6,,,,,
347,08/04/2014 19:08,18.152,3.6,,,,,
348,08/04/2014 19:38,18.01,3.6,,,,,
349,08/04/2014 20:08,17.986,3.6,,,,,
350,08/04/2014 20:38,17.938,3.57,,,,,
351,08/04/2014 21:08,17.867,3.6,,,,,
352,08/04/2014 21:38,17.748,3.6,,,,,
353,08/04/2014 22:08,17.629,3.57,,,,,
354,08/04/2014 22:38,17.486,3.57,,,,,
355,08/04/2014 23:08,17.368,3.57,,,,,
356,08/04/2014 23:38,17.272,3.57,,,,,
357,08/05/2014 00:08,17.153,3.57,,,,,
358,08/05/2014 00:38,17.034,3.57,,,,,
359,08/05/2014 01:08,16.773,3.57,,,,,
360,08/05/2014 01:38,16.677,3.57,,,,,
361,08/05/2014 02:08,16.654,3.57,,,,,
362,08/05/2014 02:38,16.558,3.57,,,,,
363,08/05/2014 03:08,16.534,3.57,,,,,
364,08/05/2014 03:38,16.487,3.57,,,,,
365,08/05/2014 04:08,16.415,3.57,,,,,
366,08/05/2014 04:38,16.344,3.57,,,,,
367,08/05/2014 05:08,16.272,3.57,,,,,
368,08/05/2014 05:38,16.129,3.57,,,,,
369,08/05/2014 06:08,16.034,3.57,,,,,
370,08/05/2014 06:38,16.034,3.57,,,,,
371,08/05/2014 07:08,15.939,3.57,,,,,
372,08/05/2014 07:38,15.891,3.57,,,,,
373,08/05/2014 08:08,15.891,3.57,,,,,
374,08/05/2014 08:38,15.891,3.57,,,,,
375,08/05/2014 09:08,15.891,3.57,,,,,
376,08/05/2014 09:38,15.843,3.57,,,,,
377,08/05/2014 10:08,15.819,3.57,,,,,
378,08/05/2014 10:38,16.01,3.57,,,,,
379,08/05/2014 11:08,16.32,3.57,,,,,
380,08/05/2014 11:38,16.463,3.57,,,,,
381,08/05/2014 12:08,16.511,3.57,,,,,
382,08/05/2014 12:38,16.963,3.57,,,,,
383,08/05/2014 13:08,16.939,3.57,,,,,
384,08/05/2014 13:38,17.391,3.57,,,,,
385,08/05/2014 14:08,17.391,3.57,,,,,
386,08/05/2014 14:38,17.605,3.57,,,,,
387,08/05/2014 15:08,17.677,3.6,,,,,
388,08/05/2014 15:38,18.271,3.6,,,,,
389,08/05/2014 16:08,18.01,3.6,,,,,
390,08/05/2014 16:38,18.438,3.6,,,,,
391,08/05/2014 17:08,18.438,3.6,,,,,
392,08/05/2014 17:38,18.39,3.6,,,,,
393,08/05/2014 18:08,18.699,3.6,,,,,
394,08/05/2014 18:38,18.794,3.6,,,,,
395,08/05/2014 19:08,19.008,3.6,,,,,
396,08/05/2014 19:38,19.008,3.6,,,,,
397,08/05/2014 20:08,18.842,3.6,,,,,
398,08/05/2014 20:38,18.747,3.6,,,,,
399,08/05/2014 21:08,18.652,3.6,,,,,
400,08/05/2014 21:38,18.509,3.6,,,,,
401,08/05/2014 22:08,18.366,3.6,,,,,
402,08/05/2014 22:38,18.247,3.6,,,,,
403,08/05/2014 23:08,18.152,3.6,,,,,
404,08/05/2014 23:38,18.01,3.6,,,,,
405,08/06/2014 00:08,17.772,3.6,,,,,
406,08/06/2014 00:38,17.605,3.57,,,,,
407,08/06/2014 01:08,17.415,3.57,,,,,
408,08/06/2014 01:38,17.344,3.57,,,,,
409,08/06/2014 02:08,17.177,3.57,,,,,
410,08/06/2014 02:38,17.011,3.57,,,,,
411,08/06/2014 03:08,16.844,3.57,,,,,
412,08/06/2014 03:38,16.749,3.57,,,,,
413,08/06/2014 04:08,16.654,3.57,,,,,
414,08/06/2014 04:38,16.606,3.57,,,,,
415,08/06/2014 05:08,16.511,3.57,,,,,
416,08/06/2014 05:38,16.463,3.57,,,,,
417,08/06/2014 06:08,16.392,3.57,,,,,
418,08/06/2014 06:38,16.32,3.57,,,,,
419,08/06/2014 07:08,16.249,3.57,,,,,
420,08/06/2014 07:38,16.201,3.57,,,,,
421,08/06/2014 08:08,16.153,3.57,,,,,
422,08/06/2014 08:38,16.129,3.57,,,,,
423,08/06/2014 09:08,16.153,3.57,,,,,
424,08/06/2014 09:38,16.177,3.57,,,,,
425,08/06/2014 10:08,16.201,3.57,,,,,
426,08/06/2014 10:38,16.296,3.57,,,,,
427,08/06/2014 11:08,16.439,3.57,,,,,
428,08/06/2014 11:38,16.606,3.57,,,,,
429,08/06/2014 12:08,16.82,3.57,,,,,
430,08/06/2014 12:38,17.13,3.57,,,,,
431,08/06/2014 13:08,17.368,3.57,,,,,
432,08/06/2014 13:38,17.605,3.57,,,,,
433,08/06/2014 14:08,17.796,3.6,,,,,
434,08/06/2014 14:38,18.105,3.6,,,,,
435,08/06/2014 15:08,18.271,3.6,,,,,
436,08/06/2014 15:38,18.414,3.6,,,,,
437,08/06/2014 16:08,18.818,3.6,,,,,
438,08/06/2014 16:38,18.985,3.6,,,,,
439,08/06/2014 17:08,19.151,3.6,,,,,
440,08/06/2014 17:38,19.056,3.6,,,,,
441,08/06/2014 18:08,19.056,3.6,,,,,
442,08/06/2014 18:38,19.08,3.6,,,,,
